DTE,MB_TEMP,WD_HR,WIND_DIREC,WIND_SPEED,RINFLL,PM2.5
2019/1/123:00,17.3,82,95,3.9,0,1
2019/1/200:00,17.4,80,80,2.6,0,7
2019/1/201:00,17.5,84,83,3.3,0,3
2019/1/202:00,17.4,86,93,3.5,0,3
2019/1/203:00,17.3,83,85,2.8,0,1
2019/1/204:00,17.4,85,100,2.4,0,1
2019/1/205:00,17.4,92,89,3.1,0,2
2019/1/208:00,17.8,94,94,3.6,0,1
2019/1/209:00,18.1,89,88,4.4,0,1
2019/1/210:00,18.4,91,90,3.2,0,1
2019/1/211:00,18.9,88,84,3.5,0,1
2019/1/212:00,19.3,87,88,3.9,0,1
2019/1/213:00,19.1,84,81,4.2,0,1
2019/1/214:00,19.1,87,88,3.9,0,2
2019/1/215:00,18.9,85,85,3,0,5
2019/1/221:00,19.4,89,87,3,0,1
2019/1/300:00,19.1,101,105,2,0,1
2019/1/310:00,20.2,86,87,3.3,0,6
2019/1/311:00,20.2,92,95,3,0,6
2019/1/312:00,20.6,92,93,4.1,0,1
2019/1/313:00,20.7,95,99,2.5,0,9
2019/1/314:00,20.8,90,84,4.2,0,9
2019/1/315:00,20.7,90,94,2.9,0,12
2019/1/316:00,20.4,96,92,4.3,0,1
2019/1/317:00,20.3,89,91,3.6,0,9
2019/1/318:00,20.4,90,92,3,0,10
2019/1/319:00,20.6,88,90,3.4,0,10
2019/1/320:00,20.8,87,89,4.8,0,7
2019/1/321:00,21.2,84,78,3.7,0,9
2019/1/322:00,21.3,84,84,4.2,0,9
2019/1/323:00,21.7,85,85,3.9,0,4
2019/1/400:00,22.1,84,83,3.8,0,4
2019/1/401:00,22.3,84,85,4,0,4
2019/1/402:00,22.5,83,83,3.1,0,1
2019/1/403:00,22.5,82,78,3.3,0,1
2019/1/404:00,22.9,80,75,2.5,0,1
2019/1/405:00,22.9,78,85,3,0,1
2019/1/406:00,22.8,85,88,2.2,0,11
2019/1/407:00,23.8,83,87,2.6,0,8
2019/1/408:00,25.1,85,87,2.4,0,9
2019/1/409:00,26.4,79,87,2.1,0,1
2019/1/410:00,27.6,93,92,2.8,0,10
2019/1/411:00,28.9,87,84,2.2,0,7
2019/1/412:00,28.2,225,251,3.1,0,3
2019/1/413:00,26.2,215,216,3.8,0,9
2019/1/414:00,24.9,223,237,2.3,0,19
2019/1/415:00,23.8,235,231,2.7,0,32
2019/1/416:00,22,240,243,3.5,0,23
2019/1/417:00,20.3,251,237,2.1,0,14
2019/1/418:00,19.8,234,222,1.4,0,9
2019/1/419:00,19.7,222,218,0.9,0,22
2019/1/420:00,19.7,242,224,1.1,0,24
2019/1/421:00,19.7,248,252,2.1,0,28
2019/1/422:00,19.7,257,253,2.6,0,18
2019/1/423:00,19.3,257,256,2.1,0,24
2019/1/500:00,19.2,254,228,0.8,0,12
2019/1/501:00,19.2,237,245,1.1,0,15
2019/1/502:00,19.2,224,222,1.2,0,18
2019/1/503:00,19.1,239,249,0.7,0,28
2019/1/504:00,19.1,249,258,1,0,27
2019/1/505:00,19.1,247,243,1.1,0,20
2019/1/506:00,19.1,235,228,0.7,0,17
2019/1/507:00,19.4,239,257,1.1,0,24
2019/1/508:00,19.6,254,253,1.9,0,31
2019/1/509:00,20,230,218,1.9,0,34
2019/1/510:00,20.6,216,204,1.2,0,23
2019/1/511:00,21.1,264,258,2.4,0,18
2019/1/512:00,21.1,260,263,2.5,0,14
2019/1/513:00,21.1,257,270,1.3,0,22
2019/1/514:00,21,227,211,1.8,0,17
2019/1/515:00,21.5,242,252,2,0,12
2019/1/516:00,21.5,267,257,1.9,0,3
2019/1/517:00,20.9,247,215,1.7,0,1
2019/1/518:00,20.4,225,245,1.1,0,7
2019/1/519:00,20.4,265,266,1.4,0,15
2019/1/520:00,20.4,266,256,0.7,0,20
2019/1/604:00,17.2,195,212,1.4,0,1
2019/1/606:00,17.6,142,147,0.4,0,11
2019/1/607:00,17.8,159,140,0.6,0,4
2019/1/609:00,18.5,134,151,1.6,0,11
2019/1/610:00,19,195,206,2.3,0,11
2019/1/611:00,19.7,77,101,1.6,0,8
2019/1/612:00,20.6,78,115,1.8,0,1
2019/1/613:00,20.7,91,95,2.6,0,1
2019/1/614:00,20.1,84,85,3.4,0,1
2019/1/615:00,19.9,83,85,3.5,0,1
2019/1/616:00,19.5,83,84,4,0,1
2019/1/617:00,19.2,83,84,3.3,0,2
2019/1/618:00,19.2,90,101,3.3,0,12
2019/1/619:00,19.1,87,86,3.4,0,12
2019/1/620:00,19,87,87,3.6,0,10
2019/1/621:00,19.1,86,83,3.5,0,2
2019/1/622:00,19.2,84,87,3.5,0,2
2019/1/623:00,19.3,92,94,2.9,0,2
2019/1/700:00,19.2,92,87,3.6,0,8
2019/1/701:00,19.2,89,94,2.7,0,8
2019/1/702:00,19.2,95,92,3.6,0,7
2019/1/703:00,19.3,90,81,3.1,0,1
2019/1/704:00,19.8,85,86,2.7,0,1
2019/1/705:00,20,82,85,4.1,0,6
2019/1/706:00,20,83,87,3.4,0,12
2019/1/707:00,20.1,82,78,3.8,0,14
2019/1/708:00,20.5,82,84,3.3,0,12
2019/1/709:00,21.7,80,82,3.6,0,15
2019/1/710:00,22.5,78,74,3,0,13
2019/1/711:00,23.3,70,75,3.3,0,20
2019/1/712:00,24.6,56,76,2.5,0,19
2019/1/713:00,24.2,69,69,2.4,0,20
2019/1/714:00,24.5,82,89,2.6,0,5
2019/1/715:00,24.3,81,74,1.8,0,1
2019/1/716:00,24.1,85,94,1.9,0,2
2019/1/717:00,23.5,98,98,2,0,3
2019/1/718:00,22.8,95,92,1.3,0,5
2019/1/719:00,22.5,175,150,0.5,0,1
2019/1/720:00,22.1,99,88,0.6,0,2
2019/1/721:00,22,180,220,0.5,0,4
2019/1/722:00,21.7,118,86,1.1,0,8
2019/1/723:00,21.7,85,133,0.5,0,11
2019/1/800:00,21.4,210,195,1,0,7
2019/1/801:00,21,196,172,0.9,0,8
2019/1/802:00,20.8,207,258,0.7,0,7
2019/1/803:00,20.8,226,235,0.9,0,11
2019/1/804:00,20.8,188,113,0.8,0,20
2019/1/805:00,20.6,134,188,0.9,0,15
2019/1/806:00,20.7,210,217,1.6,0,14
2019/1/807:00,20.6,182,192,1,0,4
2019/1/808:00,20.7,213,216,2.7,0,15
2019/1/809:00,22,216,14,1,0,16
2019/1/810:00,22.9,43,32,2,0,12
2019/1/811:00,22.7,73,93,2.3,0,2
2019/1/812:00,23,73,80,2.8,0,3
2019/1/813:00,23.3,76,63,2.8,0,9
2019/1/814:00,22.5,88,104,3.2,0,5
2019/1/815:00,22.1,93,63,2.3,0,2
2019/1/816:00,21.7,88,92,2.3,0,1
2019/1/817:00,21,87,84,2.4,0,1
2019/1/818:00,20.7,88,91,2.3,0,5
2019/1/819:00,20.6,93,93,3,0,4
2019/1/820:00,20.5,89,87,3.2,0,2
2019/1/821:00,20.1,96,90,3.5,0,12
2019/1/822:00,19.8,92,89,3.2,0,12
2019/1/823:00,19.7,90,90,4.2,0,15
2019/1/900:00,19.4,87,89,3.1,0,1
2019/1/901:00,19,89,85,3.6,0,4
2019/1/902:00,18.9,89,88,3.3,0,2
2019/1/903:00,18.7,93,91,3.7,0,9
2019/1/904:00,18.4,95,99,3.3,0,5
2019/1/905:00,18.3,92,90,3.5,0,6
2019/1/906:00,18.1,96,99,3.6,0,1
2019/1/907:00,18.3,96,100,3.2,0,3
2019/1/908:00,19,96,101,4.7,0,4
2019/1/909:00,20,87,85,4.3,0,1
2019/1/910:00,20.5,87,83,3,0,1
2019/1/911:00,21.2,84,87,5,0,3
2019/1/912:00,21.1,88,90,5.1,0,4
2019/1/913:00,21.1,86,86,5,0,9
2019/1/914:00,20.8,82,82,3.3,0,9
2019/1/915:00,20.4,83,77,3.8,0,13
2019/1/916:00,20.2,83,82,4.1,0,11
2019/1/917:00,20.3,84,85,2.9,0,7
2019/1/918:00,20.5,80,84,3.6,0,8
2019/1/919:00,20.7,79,84,3.6,0,18
2019/1/920:00,20.9,80,81,2.6,0,19
2019/1/921:00,21.2,83,84,3.1,0,14
2019/1/922:00,21.3,83,80,2,0,9
2019/1/923:00,21.7,81,76,2.4,0,7
2019/1/1000:00,22,73,85,2.2,0,11
2019/1/1001:00,22.3,74,74,1.8,0,9
2019/1/1002:00,22.5,72,67,2,0,9
2019/1/1003:00,22.8,79,76,2.2,0,14
2019/1/1004:00,22.8,82,83,2.3,0,9
2019/1/1005:00,22.7,82,91,1.3,0,9
2019/1/1006:00,22.4,95,83,1.2,0,1
2019/1/1007:00,22.6,206,239,1.2,0,1
2019/1/1008:00,23.4,209,175,1.3,0,1
2019/1/1009:00,24.5,183,191,1.3,0,8
2019/1/1010:00,24.9,210,223,1.6,0,12
2019/1/1011:00,26.5,270,247,2,0,16
2019/1/1012:00,26.8,251,236,2.2,0,18
2019/1/1013:00,27.3,238,249,2.7,0,718
2019/1/1014:00,26,270,238,3.4,0,12
2019/1/1015:00,24.3,256,231,2.7,0,16
2019/1/1016:00,23,220,211,1,0,14
2019/1/1017:00,22.1,229,268,1.1,0,16
2019/1/1018:00,21.9,252,256,1.1,0,12
2019/1/1019:00,21.7,233,234,0.8,0,11
2019/1/1020:00,21.4,244,234,0.8,0,29
2019/1/1021:00,20.9,223,187,0.6,0,23
2019/1/1022:00,20.8,180,161,0.8,0,23
2019/1/1023:00,20.8,242,262,1.1,0,13
2019/1/1100:00,21.1,256,259,0.6,0,23
2019/1/1101:00,21,234,198,0.4,0,36
2019/1/1102:00,20.8,173,28,0.4,0,29
2019/1/1103:00,20.6,251,241,1,0,31
2019/1/1104:00,21,215,173,0.9,0,17
2019/1/1105:00,21,125,125,0.4,0,22
2019/1/1106:00,21.2,160,141,0.4,0,12
2019/1/1107:00,21.6,234,252,0.5,0,10
2019/1/1108:00,21.9,242,237,1,0,12
2019/1/1109:00,22.6,222,230,1.4,0,30
2019/1/1110:00,23.5,256,307,1,0,31
2019/1/1111:00,24.7,265,251,2.7,0,35
2019/1/1112:00,24.5,273,285,2.8,0,20
2019/1/1113:00,22.7,263,255,3.3,0,16
2019/1/1114:00,22,245,237,1.9,0,14
2019/1/1115:00,21.7,260,265,1.4,0,12
2019/1/1116:00,21.4,256,261,2.6,0,22
2019/1/1117:00,20.2,262,253,1.8,0,22
2019/1/1118:00,20.1,253,222,1.3,0,26
2019/1/1119:00,20.2,250,257,1.3,0,17
2019/1/1120:00,20.3,252,255,1.1,0,19
2019/1/1121:00,20.4,270,247,0.6,0,20
2019/1/1122:00,20.7,229,258,0.5,0,31
2019/1/1123:00,20.7,259,255,1,0,27
2019/1/1200:00,20,265,271,1.4,0,26
2019/1/1201:00,19.5,226,213,2,0,11
2019/1/1202:00,19.4,247,267,1.1,0,11
2019/1/1203:00,19.5,261,260,3.1,0,21
2019/1/1204:00,19.3,255,213,1.5,0,34
2019/1/1205:00,19.3,226,235,1.9,0,29
2019/1/1206:00,19.3,212,210,0.9,0,19
2019/1/1207:00,19.4,218,207,1.2,0,12
2019/1/1208:00,19.5,168,139,1.7,0,15
2019/1/1209:00,20.1,138,157,1.9,0,21
2019/1/1210:00,20.4,136,153,0.8,0,18
2019/1/1211:00,21.1,261,268,1.6,0,19
2019/1/1212:00,20.8,276,265,1.2,0,12
2019/1/1213:00,20.9,233,247,1.9,0,11
2019/1/1214:00,21,232,225,1.8,0,11
2019/1/1215:00,21.3,222,31,2.5,0,13
2019/1/1216:00,20.8,61,92,1.8,0,8
2019/1/1217:00,20.2,87,99,1.9,0,11
2019/1/1218:00,19.7,85,83,1.4,0,4
2019/1/1219:00,19.7,70,66,2.5,0,6
2019/1/1220:00,19.8,69,78,1.6,0,1
2019/1/1221:00,19.7,83,95,2.1,0,11
2019/1/1222:00,19.7,85,74,2.1,0,11
2019/1/1223:00,19.6,92,94,2.7,0,9
2019/1/1300:00,19.4,91,93,3,0,9
2019/1/1301:00,19.6,90,96,2.4,0,8
2019/1/1302:00,19.8,81,89,1.3,0,9
2019/1/1303:00,19,247,218,0.8,0,1
2019/1/1304:00,18.8,235,241,1,0,1
2019/1/1305:00,18.6,253,294,1.1,0,1
2019/1/1306:00,18.4,273,305,0.9,0,3
2019/1/1307:00,18.8,354,306,1.5,0,10
2019/1/1308:00,19.3,338,337,1.2,0,7
2019/1/1309:00,20.8,48,49,3,0,14
2019/1/1310:00,21.7,44,41,4,0,15
2019/1/1311:00,21.5,56,51,3.2,0,24
2019/1/1312:00,21.3,51,49,2.7,0,15
2019/1/1313:00,21.1,61,63,2.1,0,10
2019/1/1314:00,20.6,53,39,3.2,0,4
2019/1/1315:00,20.6,26,19,1.9,0,4
2019/1/1316:00,20.4,46,93,1.4,0,2
2019/1/1317:00,20.2,92,85,1.7,0,1
2019/1/1318:00,19.8,93,99,2.4,0,7
2019/1/1319:00,19.6,102,88,2.4,0,5
2019/1/1320:00,19.5,106,103,2.9,0,6
2019/1/1321:00,19.4,102,100,3,0,3
2019/1/1322:00,19.3,100,97,2.7,0,11
2019/1/1323:00,19.2,96,99,2.5,0,9
2019/1/1400:00,18.9,100,97,3,0,7
2019/1/1401:00,18.6,95,93,2.6,0,1
2019/1/1402:00,18.7,93,89,3.2,0,10
2019/1/1403:00,18.7,89,91,3.1,0,5
2019/1/1404:00,18.8,92,97,2.3,0,12
2019/1/1405:00,18.8,90,88,3.1,0,6
2019/1/1406:00,18.9,92,90,2.9,0,17
2019/1/1407:00,19,88,88,3.4,0,21
2019/1/1408:00,19.5,91,87,3,0,24
2019/1/1409:00,20.2,87,85,3.8,0,16
2019/1/1410:00,21.1,84,81,4.2,0,14
2019/1/1411:00,21.9,78,80,3.6,0,13
2019/1/1412:00,22.3,77,61,3.7,0,16
2019/1/1413:00,23,53,60,3,0,23
2019/1/1414:00,22.5,51,36,4.7,0,19
2019/1/1415:00,22,50,56,3.2,0,16
2019/1/1416:00,21.6,65,80,2.2,0,10
2019/1/1417:00,21.2,84,89,2.8,0,13
2019/1/1418:00,21.2,89,89,3.2,0,20
2019/1/1419:00,21.3,87,88,3.2,0,14
2019/1/1420:00,21.4,87,89,3.1,0,17
2019/1/1421:00,21.7,84,89,2.6,0,14
2019/1/1422:00,21.9,79,77,2,0,18
2019/1/1423:00,21.9,83,79,1.6,0,14
2019/1/1500:00,22.1,75,83,1.9,0,16
2019/1/1501:00,22.2,82,74,1.5,0,18
2019/1/1502:00,22.2,84,91,1.4,0,13
2019/1/1503:00,22.2,108,104,1.1,0,6
2019/1/1504:00,21.7,103,97,1,0,3
2019/1/1505:00,20.9,231,195,0.6,0,10
2019/1/1506:00,20.6,122,75,0.6,0,8
2019/1/1507:00,20.7,97,106,1,0,9
2019/1/1508:00,20.8,139,285,0.9,0,13
2019/1/1509:00,21.1,260,245,1.4,0,17
2019/1/1510:00,22,162,184,1.2,0,11
2019/1/1511:00,22.5,156,149,0.8,0,10
2019/1/1512:00,22.5,260,265,2.9,0,18
2019/1/1513:00,22.2,217,186,1.8,0,27
2019/1/1514:00,23,185,222,1.2,0,23
2019/1/1515:00,23.3,217,243,2.1,0,15
2019/1/1516:00,22.5,251,209,1.1,0,11
2019/1/1517:00,22.3,92,98,1.5,0,12
2019/1/1518:00,21.8,122,205,1.5,0,8
2019/1/1519:00,21.7,52,128,1.9,0,1
2019/1/1520:00,21.1,123,66,1.4,0,1
2019/1/1521:00,21.1,66,54,3,0,12
2019/1/1522:00,20.5,49,54,3.1,0,24
2019/1/1523:00,19.8,56,43,2.7,0,19
2019/1/1600:00,19.6,72,66,1.5,0,7
2019/1/1601:00,19.4,94,120,1.8,0,1
2019/1/1602:00,19.2,85,109,1.8,0,3
2019/1/1603:00,19.2,55,41,2.1,0,5
2019/1/1604:00,18.8,74,82,2,0,5
2019/1/1605:00,18.5,53,130,1.9,0,2
2019/1/1612:00,18.6,84,64,3.4,0,7
2019/1/1613:00,18.3,91,104,3.3,0,10
2019/1/1617:00,17.3,94,14,1.1,0,1
2019/1/1619:00,17.4,120,107,1.8,0,2
2019/1/1623:00,16.3,225,273,1.6,0,1
2019/1/1706:00,15.5,221,209,2.3,0,1
2019/1/1707:00,15.7,217,185,1.3,0,1
2019/1/1708:00,16.5,46,42,2.5,0,5
2019/1/1709:00,17.2,54,62,1.9,0,9
2019/1/1710:00,17.1,58,70,1.2,0,13
2019/1/1711:00,17.2,65,64,2.2,0,7
2019/1/1712:00,17.2,49,63,1.9,0,11
2019/1/1713:00,17.2,61,67,1.6,0,13
2019/1/1714:00,17.1,227,189,1.2,0,12
2019/1/1715:00,17.1,85,88,1.9,0,17
2019/1/1716:00,17,55,37,2.8,0,23
2019/1/1717:00,16.7,37,32,2.8,0,29
2019/1/1718:00,16.5,43,46,4,0,18
2019/1/1719:00,16.5,35,28,5.2,0,19
2019/1/1720:00,16.5,40,40,3.9,0,26
2019/1/1721:00,16.6,46,39,3,0,28
2019/1/1722:00,16.7,46,48,2.2,0,25
2019/1/1723:00,16.8,73,88,2.7,0,10
2019/1/1800:00,16.7,76,75,1.7,0,15
2019/1/1801:00,16.4,58,54,3,0,17
2019/1/1802:00,16.2,68,87,2.9,0,23
2019/1/1803:00,16.2,89,93,2.2,0,26
2019/1/1804:00,16,92,94,3,0,23
2019/1/1805:00,16.1,82,59,3.2,0,18
2019/1/1806:00,16.6,65,63,2.6,0,26
2019/1/1807:00,17.1,66,90,3.2,0,24
2019/1/1808:00,18.1,88,83,3.2,0,25
2019/1/1809:00,19.3,88,87,5.1,0,17
2019/1/1810:00,20.5,83,81,2.9,0,16
2019/1/1811:00,21.1,82,87,3.5,0,18
2019/1/1812:00,21.5,87,90,3.8,0,12
2019/1/1813:00,22.1,91,90,5.1,0,11
2019/1/1814:00,21.8,87,88,3.8,0,16
2019/1/1815:00,21.2,86,77,3.6,0,9
2019/1/1816:00,20.5,85,85,3.5,0,9
2019/1/1817:00,19.7,82,80,3.2,0,4
2019/1/1818:00,19.2,80,86,2.8,0,10
2019/1/1819:00,19.1,79,79,3.1,0,6
2019/1/1820:00,19.3,78,78,2.7,0,13
2019/1/1821:00,19.4,79,76,2.5,0,9
2019/1/1822:00,19.4,73,76,1.9,0,12
2019/1/1823:00,19.3,61,44,1.7,0,6
2019/1/1900:00,19.1,43,38,1.7,0,9
2019/1/1901:00,19.2,41,47,1.4,0,15
2019/1/1902:00,19,52,78,0.6,0,15
2019/1/1903:00,17.4,120,87,1.2,0,9
2019/1/1904:00,17,92,71,0.5,0,8
2019/1/1905:00,16.3,108,117,0.7,0,13
2019/1/1906:00,15.6,94,90,1.2,0,20
2019/1/1907:00,16.4,90,78,0.5,0,15
2019/1/1908:00,17.9,166,239,0.7,0,13
2019/1/1909:00,19.3,212,233,1.1,0,25
2019/1/1910:00,21.2,260,291,3.1,0,31
2019/1/1911:00,22,286,274,3,0,40
2019/1/1912:00,22.5,277,276,2.1,0,35
2019/1/1913:00,22.6,278,280,1.9,0,27
2019/1/1914:00,22.5,268,277,3,0,20
2019/1/1915:00,21.3,262,258,2.2,0,20
2019/1/1916:00,20.7,254,262,0.9,0,33
2019/1/1917:00,20.5,250,255,0.8,0,35
2019/1/1918:00,20.1,222,204,0.5,0,40
2019/1/1919:00,19.8,193,113,1.2,0,46
2019/1/1920:00,19.8,109,114,0.6,0,35
2019/1/1921:00,19.6,114,101,1.3,0,28
2019/1/1922:00,19.9,147,190,0.5,0,19
2019/1/1923:00,19.2,236,208,0.5,0,27
2019/1/2000:00,19.1,235,185,1,0,26
2019/1/2001:00,19.1,142,122,1,0,20
2019/1/2002:00,19.1,111,105,0.4,0,13
2019/1/2003:00,18.7,260,218,0.4,0,10
2019/1/2004:00,18.3,123,141,0.5,0,3
2019/1/2005:00,18.1,267,246,0.5,0,14
2019/1/2006:00,17.8,112,121,1.6,0,10
2019/1/2007:00,18.6,60,39,1.5,0,21
2019/1/2008:00,19.5,112,199,0.6,0,20
2019/1/2009:00,20.2,244,221,1,0,27
2019/1/2010:00,21.4,266,307,0.6,0,24
2019/1/2011:00,21.9,30,35,5.7,0,28
2019/1/2012:00,21.6,42,85,1.9,0,27
2019/1/2013:00,20.9,49,62,1.9,0,25
2019/1/2014:00,20.1,42,41,2.9,0,25
2019/1/2015:00,19.3,64,68,2.4,0,30
2019/1/2016:00,18.8,77,53,1.5,0,40
2019/1/2017:00,18.4,54,69,2.8,0,43
2019/1/2018:00,18,55,56,2.6,0,32
2019/1/2019:00,18,36,40,4.1,0,23
2019/1/2020:00,17.9,50,54,2.2,0,13
2019/1/2021:00,17.7,46,61,2.9,0,19
2019/1/2022:00,17.2,55,28,2.5,0,20
2019/1/2101:00,16.1,51,49,2.7,0,12
2019/1/2103:00,15.8,52,77,2.3,0,12
2019/1/2104:00,15.7,56,40,3.1,0,23
2019/1/2105:00,15.9,45,51,2.5,0,19
2019/1/2106:00,15.9,55,56,1.9,0,23
2019/1/2107:00,16.1,44,75,2.3,0,9
2019/1/2109:00,16.6,81,92,1.6,0,11
2019/1/2110:00,16.9,100,110,2.1,0,8
2019/1/2111:00,17,103,112,1.7,0,9
2019/1/2112:00,17.3,91,91,2.2,0,9
2019/1/2113:00,17.2,86,70,1.4,0,11
2019/1/2114:00,17.1,110,97,2.3,0,10
2019/1/2115:00,17,78,96,1.8,0,9
2019/1/2116:00,16.9,83,111,1.2,0,7
2019/1/2117:00,16.8,77,118,1.8,0,7
2019/1/2118:00,16.6,77,75,1.2,0,4
2019/1/2119:00,16.9,73,130,1.6,0,8
2019/1/2120:00,16.9,57,99,0.9,0,17
2019/1/2121:00,16.5,170,160,1.1,0,14
2019/1/2122:00,16.2,133,127,1,0,17
2019/1/2123:00,16.4,126,132,1,0,14
2019/1/2200:00,16.4,42,56,1.5,0,11
2019/1/2201:00,16.6,61,31,1.6,0,4
2019/1/2202:00,16.1,222,176,1.2,0,8
2019/1/2203:00,15.7,216,217,2.4,0,8
2019/1/2204:00,15.4,201,211,1.7,0,5
2019/1/2205:00,15.2,211,201,1.2,0,1
2019/1/2206:00,15.4,214,233,1.1,0,8
2019/1/2207:00,15.5,140,148,1.1,0,16
2019/1/2208:00,15,242,28,1.7,0,18
2019/1/2209:00,15,184,159,1.2,0,10
2019/1/2210:00,15,35,33,3.2,0,15
2019/1/2211:00,15.1,31,16,2.1,0,26
2019/1/2212:00,15.1,8,302,1.4,0,29
2019/1/2213:00,15.1,12,81,1.1,0,731
2019/1/2214:00,15.3,56,117,0.9,0,20
2019/1/2215:00,15.3,198,224,1.8,0,25
2019/1/2216:00,15.3,213,166,0.8,0,27
2019/1/2217:00,15.2,190,184,0.4,0,38
2019/1/2218:00,15.1,215,68,1.2,0,32
2019/1/2219:00,14.9,185,158,1.3,0,34
2019/1/2220:00,14.6,136,37,1.2,0,28
2019/1/2221:00,14,166,138,1.7,0,22
2019/1/2222:00,14.1,110,104,2,0,24
2019/1/2223:00,13.8,104,93,1.8,0,28
2019/1/2300:00,13.9,101,112,1.6,0,26
2019/1/2301:00,13.8,100,97,2.1,0,24
2019/1/2302:00,14.2,109,119,2.3,0,20
2019/1/2303:00,14.2,98,92,2.5,0,22
2019/1/2304:00,14.4,101,107,1.8,0,21
2019/1/2305:00,14.7,99,100,2.5,0,14
2019/1/2306:00,15.1,102,110,2,0,23
2019/1/2307:00,15.6,103,106,2.3,0,22
2019/1/2308:00,16.9,97,98,3.4,0,34
2019/1/2309:00,18.1,90,89,4.9,0,27
2019/1/2310:00,19.3,83,83,3.3,0,27
2019/1/2311:00,19.4,73,87,3,0,27
2019/1/2312:00,19.2,85,58,2.7,0,31
2019/1/2313:00,19.2,71,91,3.5,0,33
2019/1/2314:00,18.9,74,62,2.6,0,35
2019/1/2315:00,18.6,83,68,2.4,0,42
2019/1/2316:00,18.1,86,89,2.9,0,39
2019/1/2317:00,17.7,91,109,2.6,0,31
2019/1/2318:00,17.5,98,104,2.4,0,29
2019/1/2319:00,17.6,95,100,3.1,0,31
2019/1/2320:00,17.6,102,99,2.5,0,31
2019/1/2321:00,17.7,104,111,3,0,24
2019/1/2322:00,17.6,98,97,1.8,0,24
2019/1/2323:00,17.8,98,92,2.2,0,31
2019/1/2400:00,17.7,95,99,2.2,0,35
2019/1/2401:00,17.5,89,95,1.9,0,31
2019/1/2402:00,17.5,100,82,2.7,0,29
2019/1/2403:00,17.5,79,59,1.8,0,27
2019/1/2404:00,17.5,88,64,1.7,0,30
2019/1/2405:00,17.5,107,126,3.2,0,28
2019/1/2406:00,17.4,95,93,2.4,0,28
2019/1/2407:00,17.7,115,105,1.9,0,33
2019/1/2408:00,18.5,75,47,3.3,0,35
2019/1/2409:00,19.5,73,76,2.2,0,33
2019/1/2410:00,20.3,93,101,4.1,0,26
2019/1/2411:00,20.9,93,87,3.5,0,16
2019/1/2412:00,20.9,90,87,3.1,0,15
2019/1/2413:00,21.1,90,87,3.8,0,17
2019/1/2414:00,20.7,86,89,3.8,0,26
2019/1/2415:00,20.1,84,88,4.7,0,26
2019/1/2416:00,19.2,91,86,3.2,0,23
2019/1/2417:00,18.5,91,86,3.2,0,22
2019/1/2418:00,18.1,95,92,2.5,0,20
2019/1/2419:00,18,96,101,2.4,0,19
2019/1/2420:00,18.1,96,99,2,0,16
2019/1/2421:00,18.2,90,93,2,0,14
2019/1/2422:00,18.2,98,97,2.4,0,25
2019/1/2423:00,18.4,92,73,1.4,0,31
2019/1/2500:00,18.5,103,102,1.6,0,34
2019/1/2501:00,18.6,98,80,1.6,0,31
2019/1/2502:00,18.4,125,186,1.1,0,22
2019/1/2503:00,18.3,147,132,0.7,0,14
2019/1/2504:00,17.8,194,294,1,0,17
2019/1/2505:00,16.5,260,248,1,0,22
2019/1/2506:00,16.2,243,261,0.5,0,29
2019/1/2507:00,16.4,256,235,0.7,0,28
2019/1/2508:00,17.5,230,249,0.5,0,32
2019/1/2509:00,21.1,80,91,2.7,0,41
2019/1/2510:00,22.7,102,90,2.2,0,737
2019/1/2511:00,23.5,116,104,2.5,0,265
2019/1/2512:00,24.2,103,83,3,0,261
2019/1/2513:00,24,93,88,2.5,0,252
2019/1/2514:00,23.5,103,124,3.1,0,20
2019/1/2515:00,22.5,111,114,2.9,0,18
2019/1/2516:00,21.3,119,96,1.9,0,24
2019/1/2517:00,20.5,36,40,1.3,0,23
2019/1/2518:00,19.8,79,16,0.8,0,26
2019/1/2519:00,19.2,211,128,1.4,0,27
2019/1/2520:00,19,103,108,1.5,0,27
2019/1/2521:00,17.9,223,191,1,0,23
2019/1/2522:00,17.5,233,227,0.6,0,21
2019/1/2523:00,17.7,39,26,1.9,0,25
2019/1/2600:00,18.1,25,25,2.9,0,33
2019/1/2601:00,17.9,33,33,2,0,32
2019/1/2602:00,17.5,35,35,3.5,0,24
2019/1/2603:00,17.1,37,49,2.3,0,17
2019/1/2604:00,17,35,35,1.9,0,10
2019/1/2605:00,16.8,30,28,4.1,0,12
2019/1/2606:00,16.3,30,31,2.7,0,5
2019/1/2607:00,15.9,39,48,4.4,0,5
2019/1/2608:00,16.5,38,38,2.8,0,8
2019/1/2609:00,16.5,41,37,6.1,0,14
2019/1/2610:00,15.8,36,28,3.1,0,20
2019/1/2611:00,15.7,40,37,4.6,0,20
2019/1/2612:00,15.3,40,40,3.2,0,29
2019/1/2613:00,14.8,40,43,2.4,0,31
2019/1/2614:00,14.7,42,36,2.3,0,27
2019/1/2615:00,14.9,39,41,3.5,0,15
2019/1/2616:00,14.9,40,32,3.5,0,10
2019/1/2617:00,14.8,51,74,1.4,0,7
2019/1/2618:00,14.8,48,44,3.2,0,13
2019/1/2619:00,14.8,41,50,2.4,0,8
2019/1/2620:00,14.9,47,72,2.5,0,10
2019/1/2621:00,15.1,45,39,3.4,0,2
2019/1/2622:00,15,53,67,1.9,0,5
2019/1/2623:00,15.1,52,46,2.1,0,8
